suicides/100k pop,"Unemployment, total (% of total labor force) ",Average annual working hours per worker,Gini index (World Bank estimate),"Health expenditure, total (% of GDP)",Life satisfaction in Cantril Ladder (World Happiness Report 2021),UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Total,Single (never married),Married,Widowed and not remarried,Married but separated,Total surveyed for marital
0.2,14.08,1950.863,35.5,,,,,,,,
44.86,12.74,1952.8857,,,,,1600,,,,84800
21.43,12.74,1952.8857,,,,,6500,,,,298600
16,12.74,1952.8857,,,,,2700,,,,112400
12.6,12.74,1952.8857,,,,,116800,,,,373000
12.17,12.74,1952.8857,,,,,27000,,,,566900
11.33,12.74,1952.8857,,,,,443300,,,,476800
8.64,12.74,1952.8857,,,,,9200,,,,358900
4.94,12.74,1952.8857,,,,,33900,,,,586900
3.53,12.74,1952.8857,,,,,63000,,,,368000
1.53,12.74,1952.8857,,,,,360300,,,,457700
0.2,12.74,1952.8857,,,,,,,,,
0,12.74,1952.8857,,,,,,,,,
45.35,9.93,1993.339,,,,,1700,84400,,,86100
24.89,9.93,1993.339,,,,,3000,113600,,,116600
18.2,9.93,1993.339,,,,,6500,301200,,,307700
16.55,9.93,1993.339,,,,,29300,557000,,,586200
13.61,9.93,1993.339,,,,,123000,259100,,,382000
11.64,9.93,1993.339,,,,,455000,34600,,,489500
8.64,9.93,1993.339,,,,,9900,360300,,,370200
4.25,9.93,1993.339,,,,,66700,309900,,,376500
4.11,9.93,1993.339,,,,,35900,572400,,,608300
1.7,9.93,1993.339,,,,,371400,98700,,,469900
0.56,9.93,1993.339,,,,,,,,,
0.39,9.93,1993.339,,,,,,,,,
37.16,8.78,2017.6111,,7.34555433,,,5095,129149,49033,,187244
22.17,8.78,2017.6111,,7.34555433,,,7323,56298,180983,,251268
20.01,8.78,2017.6111,,7.34555433,,,25690,881675,52223,,1042031
11.86,8.78,2017.6111,,7.34555433,,,99507,1629933,42576,,1826378
9.77,8.78,2017.6111,,7.34555433,,,2051791,1270351,46591,,3419800
9.66,8.78,2017.6111,,7.34555433,,,369207,747702,12349,,1143633
7.38,8.78,2017.6111,,7.34555433,,,228260,733330,246178,,1275238
4.16,8.78,2017.6111,,7.34555433,,,1676945,1451707,226055,,3467331
3.49,8.78,2017.6111,,7.34555433,,,119544,1565895,99011,,1917465
1.03,8.78,2017.6111,,7.34555433,,,219033,875103,24003,,1154390
0.55,8.78,2017.6111,,7.34555433,,,,,,,
0.19,8.78,2017.6111,,7.34555433,,,,,,,
40.54,8.46,2035.5391,,7.40078592,,,,,,,
15.34,8.46,2035.5391,,7.40078592,,,11300,350100,17200,,422000
15.31,8.46,2035.5391,,7.40078592,,,,,,,
9.74,8.46,2035.5391,,7.40078592,,,129700,252000,8200,,390200
9.11,8.46,2035.5391,,7.40078592,,,35800,557500,29000,,625600
8.58,8.46,2035.5391,,7.40078592,,,479000,33100,800,,513000
4.05,8.46,2035.5391,,7.40078592,,,15900,273500,31200,,526100
3.19,8.46,2035.5391,,7.40078592,,,42300,534800,61800,,659200
2.28,8.46,2035.5391,,7.40078592,,,79500,294200,19200,,394600
1.83,8.46,2035.5391,,7.40078592,,,396800,90400,3000,,490500
0.54,8.46,2035.5391,,7.40078592,,,,,,,
0,8.46,2035.5391,,7.40078592,,,,,,,
44.04,9.75,2040.4977,38.1,7.56044971,,,,,,,
16.67,9.75,2040.4977,38.1,7.56044971,,,11300,355700,44400,,430000
15.38,9.75,2040.4977,38.1,7.56044971,,,,,,,
12.83,9.75,2040.4977,38.1,7.56044971,,,38100,572600,3500,,647100
12.61,9.75,2040.4977,38.1,7.56044971,,,1168700,1249900,48400,,2529500
12.58,9.75,2040.4977,38.1,7.56044971,,,140100,255600,300,,405400
4.99,9.75,2040.4977,38.1,7.56044971,,,16700,277300,209800,,537400
3.19,9.75,2040.4977,38.1,7.56044971,,,86500,298800,1700,,407500
2.34,9.75,2040.4977,38.1,7.56044971,,,44600,549800,20800,,682600
1.6,9.75,2040.4977,38.1,7.56044971,,,960800,1307100,232700,,2628700
0.35,9.75,2040.4977,38.1,7.56044971,,,,,,,
0,9.75,2040.4977,38.1,7.56044971,,,,,,,
31.91,10.75,2015.4592,,7.41985562,,,,,,,
16.5,10.75,2015.4592,,7.41985562,,,,,,,
10.43,10.75,2015.4592,,7.41985562,,,,,,,
9.97,10.75,2015.4592,,7.41985562,,,,,,,
9.73,10.75,2015.4592,,7.41985562,,,,,,,
8.23,10.75,2015.4592,,7.41985562,,,,,,,
5.21,10.75,2015.4592,,7.41985562,,,,,,,
2.69,10.75,2015.4592,,7.41985562,,,,,,,
2.54,10.75,2015.4592,,7.41985562,,,,,,,
2.37,10.75,2015.4592,,7.41985562,,,,,,,
0.35,10.75,2015.4592,,7.41985562,,,,,,,
0.18,10.75,2015.4592,,7.41985562,,,,,,,
29.01,11.18,2023.3385,,7.16221722,,,,,,,
15.22,11.18,2023.3385,,7.16221722,,,43600,608700,4000,,700700
12.69,11.18,2023.3385,,7.16221722,,,11600,371800,45900,,451700
11.39,11.18,2023.3385,,7.16221722,,,1239700,1327300,50400,,2699500
11.39,11.18,2023.3385,,7.16221722,,,160300,275200,300,,448900
10.55,11.18,2023.3385,,7.16221722,,,,,,,
5.16,11.18,2023.3385,,7.16221722,,,19000,289100,217500,,565700
2.74,11.18,2023.3385,,7.16221722,,,100200,318700,1900,,446200
2.06,11.18,2023.3385,,7.16221722,,,50200,585300,22500,,741200
1.34,11.18,2023.3385,,7.16221722,,,1021000,1386500,242300,,2806500
1.03,11.18,2023.3385,,7.16221722,,,,,,,
0,11.18,2023.3385,,7.16221722,,,,,,,
35.28,11.1,2034.7421,,7.12928401,,,,,,,
14.37,11.1,2034.7421,,7.12928401,,,166400,278900,300,,459100
14.08,11.1,2034.7421,,7.12928401,,,44800,614500,4100,,709900
11.77,11.1,2034.7421,,7.12928401,,,1254500,1341400,50900,,2732700
10.34,11.1,2034.7421,,7.12928401,,,11700,377200,46300,,458800
8.13,11.1,2034.7421,,7.12928401,,,,,,,
6.04,11.1,2034.7421,,7.12928401,,,19600,293400,219100,,574000
3.29,11.1,2034.7421,,7.12928401,,,104400,323200,1900,,455700
3.2,11.1,2034.7421,,7.12928401,,,51400,590800,22700,,750900
1.89,11.1,2034.7421,,7.12928401,,,1034600,1400400,244100,,2841000
0.17,11.1,2034.7421,,7.12928401,,,,,,,
0,11.1,2034.7421,,7.12928401,,,,,,,
33.34,11.81,1998.0148,38.9,7.61027457,,,,,,,
15.51,11.81,1998.0148,38.9,7.61027457,,,,,,,
13.63,11.81,1998.0148,38.9,7.61027457,,,,,,,
12.97,11.81,1998.0148,38.9,7.61027457,,,,,,,
12.11,11.81,1998.0148,38.9,7.61027457,,,,,,,
10.15,11.81,1998.0148,38.9,7.61027457,,,,,,,
3.29,11.81,1998.0148,38.9,7.61027457,,,,,,,
3.13,11.81,1998.0148,38.9,7.61027457,,,,,,,
1.9,11.81,1998.0148,38.9,7.61027457,,,,,,,
1.68,11.81,1998.0148,38.9,7.61027457,,,,,,,
0.35,11.81,1998.0148,38.9,7.61027457,,,,,,,
0.17,11.81,1998.0148,38.9,7.61027457,,,,,,,
23.9,12.89,2015.5543,,7.49158352,,,,,,,
13.52,12.89,2015.5543,,7.49158352,,,49100,624900,4200,,732400
11.92,12.89,2015.5543,,7.49158352,,,12800,406200,47300,,494800
11.89,12.89,2015.5543,,7.49158352,,,190400,289600,300,,496000
10.68,12.89,2015.5543,,7.49158352,,,1308400,1386600,51700,,2847300
8.07,12.89,2015.5543,,7.49158352,,,,,,,
4.53,12.89,2015.5543,,7.49158352,,,22100,317600,224500,,615300
4.01,12.89,2015.5543,,7.49158352,,,55400,600600,22500,,773400
2.59,12.89,2015.5543,,7.49158352,,,1085200,1443600,249200,,2960300
2.04,12.89,2015.5543,,7.49158352,,,121400,338500,1900,,490800
0.34,12.89,2015.5543,,7.49158352,,,,,,,
0,12.89,2015.5543,,7.49158352,,,,,,,
23.31,13.51,1996.8781,,7.43618123,,,,,,,
17.79,13.51,1996.8781,,7.43618123,,,13300,423600,45700,,513500
16.9,13.51,1996.8781,,7.43618123,,,52700,627400,4000,,739500
11.18,13.51,1996.8781,,7.43618123,,,213400,281000,300,,509700
10.95,13.51,1996.8781,,7.43618123,,,1357000,1385600,49900,,2895500
5.59,13.51,1996.8781,,7.43618123,,,,,,,
5.25,13.51,1996.8781,,7.43618123,,,23500,336000,221000,,636300
3.21,13.51,1996.8781,,7.43618123,,,57800,604600,21200,,779600
1.59,13.51,1996.8781,,7.43618123,,,136700,336900,1800,,503900
0.92,13.51,1996.8781,,7.43618123,,,1138600,1439700,244300,,3008200
0.48,13.51,1996.8781,,7.43618123,,,,,,,
0,13.51,1996.8781,,7.43618123,,,,,,,
24.38,13.03,1973.2894,,7.34611873,,,,,,,
15.95,13.03,1973.2894,,7.34611873,,,13800,434400,48000,,530500
12.67,13.03,1973.2894,,7.34611873,,,207400,296600,300,,520700
12,13.03,1973.2894,,7.34611873,,,53200,630800,4000,,749900
11.91,13.03,1973.2894,,7.34611873,,,538100,32100,0,,570900
8.7,13.03,1973.2894,,7.34611873,,,,,,,
3.82,13.03,1973.2894,,7.34611873,,,24800,342100,227400,,655100
3.8,13.03,1973.2894,,7.34611873,,,58900,605300,21600,,788500
2.72,13.03,1973.2894,,7.34611873,,,131700,350500,1900,,514400
2,13.03,1973.2894,,7.34611873,,,454700,91000,100,,548700
0.33,13.03,1973.2894,,7.34611873,,,,,,,
0.16,13.03,1973.2894,,7.34611873,,,,,,,
27.69,11.34,1965.0957,41.8,7.43511313,,,,,,,
12.31,11.34,1965.0957,41.8,7.43511313,,,14400,448600,48300,,548900
12.22,11.34,1965.0957,41.8,7.43511313,,,55700,636400,3900,,761100
12.17,11.34,1965.0957,41.8,7.43511313,,,,,,,
11.45,11.34,1965.0957,41.8,7.43511313,,,543700,31900,0,,576300
10.58,11.34,1965.0957,41.8,7.43511313,,,215000,297900,300,,529500
5.35,11.34,1965.0957,41.8,7.43511313,,,26100,354800,228500,,675200
5.26,11.34,1965.0957,41.8,7.43511313,,,61100,609700,21200,,798400
3.06,11.34,1965.0957,41.8,7.43511313,,,136200,355100,1900,,523200
2.35,11.34,1965.0957,41.8,7.43511313,,,460900,89700,100,,553400
0.31,11.34,1965.0957,41.8,7.43511313,,,,,,,
0.16,11.34,1965.0957,41.8,7.43511313,,,,,,,
16.96,10.71,1951.7192,,7.37962269,7.173,,,,,,
13.88,10.71,1951.7192,,7.37962269,7.173,,15131,464367,48849.5,,569110
10.87,10.71,1951.7192,,7.37962269,7.173,,58775,641937.5,3780,,773099
10.48,10.71,1951.7192,,7.37962269,7.173,,549233.5,32123.5,9,,582025
9.52,10.71,1951.7192,,7.37962269,7.173,,221976.5,297850,286.5,,535920
6.73,10.71,1951.7192,,7.37962269,7.173,,,,,,
3.83,10.71,1951.7192,,7.37962269,7.173,,63439,614356,20881.5,,808873
3.22,10.71,1951.7192,,7.37962269,7.173,,466903.5,89053.5,107.5,,558625.5
2.98,10.71,1951.7192,,7.37962269,7.173,,27506.5,368586,229514,,696862
1.89,10.71,1951.7192,,7.37962269,7.173,,140643,357957.5,1761.5,,529942
0.16,10.71,1951.7192,,7.37962269,7.173,,,,,,
0,10.71,1951.7192,,7.37962269,7.173,,,,,,
21.9,9.38,1964.7948,41.1,7.36888637,6.841,,3335.5,92847,31919.5,,132433
10.94,9.38,1964.7948,41.1,7.36888637,6.841,,12522.5,387035.5,17384.5,,456920.5
10.82,9.38,1964.7948,41.1,7.36888637,6.841,,61838.5,648312,3649,,785825
9.41,9.38,1964.7948,41.1,7.36888637,6.841,,227923.5,298426,261,,541856
7.66,9.38,1964.7948,41.1,7.36888637,6.841,,554291,32829,6,,587791.5
3.56,9.38,1964.7948,41.1,7.36888637,6.841,,5927.5,48812,133697.5,,196819.5
2.81,9.38,1964.7948,41.1,7.36888637,6.841,,65931,619520,20422.5,,819828.5
2.49,9.38,1964.7948,41.1,7.36888637,6.841,,22978,333608,96822,,521934
1.86,9.38,1964.7948,41.1,7.36888637,6.841,,144555.5,361254,1622,,536279.5
1.77,9.38,1964.7948,41.1,7.36888637,6.841,,472350,89216,99.5,,564137
0.45,9.38,1964.7948,41.1,7.36888637,6.841,,,,,,
0,9.38,1964.7948,41.1,7.36888637,6.841,,,,,,
31.82,7.7,1960.6504,,7.32999547,7.261,,4918.5,195225,60688,720,271801
13.08,7.7,1960.6504,,7.32999547,7.261,,23998,833248.5,33048,3430,972714
10.97,7.7,1960.6504,,7.32999547,7.261,,1135172,63902.5,3,160,1200400
10.01,7.7,1960.6504,,7.32999547,7.261,,129120.5,1353202.5,6498,4700,1618831
7.65,7.7,1960.6504,,7.32999547,7.261,,466153.5,602302.5,425,1500,1094290.5
5.48,7.7,1960.6504,,7.32999547,7.261,,10255,107164,259299.5,510,398795
2.78,7.7,1960.6504,,7.32999547,7.261,,45721.5,724972,186021,5170,1103590
2.03,7.7,1960.6504,,7.32999547,7.261,,297638,741772.5,2806,2910,1092775
1.68,7.7,1960.6504,,7.32999547,7.261,,129370.5,1299337,37065.5,8320,1687610
1.23,7.7,1960.6504,,7.32999547,7.261,,971136.5,170493,86,540,1146666.5
0.31,7.7,1960.6504,,7.32999547,7.261,,,,,,
0.29,7.7,1960.6504,,7.32999547,7.261,,,,,,
16.27,9.53,1962.0277,,7.45871596,7.353,,3680,99804,30525,,141368
15.43,9.53,1962.0277,,7.45871596,7.353,,16706,413997,16694,,499108
12.02,9.53,1962.0277,,7.45871596,7.353,,250973,292708,131,,557283
10.87,9.53,1962.0277,,7.45871596,7.353,,84977,670390,3164,,836965
8.04,9.53,1962.0277,,7.45871596,7.353,,563806,32659,4,,597179
3.91,9.53,1962.0277,,7.45871596,7.353,,28768,362370,91938,,562448
3.84,9.53,1962.0277,,7.45871596,7.353,,5821,57521,131284,,208438
3.69,9.53,1962.0277,,7.45871596,7.353,,81469,649291,18507,,866442
3.24,9.53,1962.0277,,7.45871596,7.353,,165837,363300,1228,,555764
2.27,9.53,1962.0277,,7.45871596,7.353,,484477,86712,83,,573738
0.59,9.53,1962.0277,,7.45871596,7.353,,,,,,
0.15,9.53,1962.0277,,7.45871596,7.353,,,,,,
27.48,8.48,1956.2672,42.5,7.35697387,7.359,,3855.209011,102668.6896,30731.20229,,145208.3886
18.03,8.48,1956.2672,42.5,7.35697387,7.359,,17795.20183,425632.9431,16813.50835,,515494.0906
13.92,8.48,1956.2672,42.5,7.35697387,7.359,,90108.19458,680486.4493,3108.108864,,853911.4143
13.72,8.48,1956.2672,42.5,7.35697387,7.359,,256901.0539,291694.028,123.4302516,,561861.6847
10.49,8.48,1956.2672,42.5,7.35697387,7.359,,567443.3291,33220.62617,6.054969123,,601398.3804
4.22,8.48,1956.2672,42.5,7.35697387,7.359,,6028.515778,59510.38233,132660.2779,,213048.3416
3.79,8.48,1956.2672,42.5,7.35697387,7.359,,30344.24225,374162.7628,91236.00777,,579977.5978
3.74,8.48,1956.2672,42.5,7.35697387,7.359,,85207.53903,659068.0446,18010.95252,,881790.31
1.73,8.48,1956.2672,42.5,7.35697387,7.359,,488279.8262,86717.40749,88.88842734,,577622.3139
1.61,8.48,1956.2672,42.5,7.35697387,7.359,,170506.4185,364053.9384,1131.113075,,560167.6911
0.45,8.48,1956.2672,42.5,7.35697387,7.359,,,,,,
0.29,8.48,1956.2672,42.5,7.35697387,7.359,,,,,,
29.16,7.14,1946.813,,7.39438605,7.433,,4112.868345,105603.2105,31238.49169,,149740.294
15.04,7.14,1946.813,,7.39438605,7.433,,19300.96594,436209.0837,16902.23319,,531450.2611
12.73,7.14,1946.813,,7.39438605,7.433,,96566.92271,690939.9611,3002.761543,,872316.318
8.02,7.14,1946.813,,7.39438605,7.433,,260181.2275,292153.5934,123.0592294,,565108.4784
6.77,7.14,1946.813,,7.39438605,7.433,,572243.2815,34025.85856,8.096435559,,607024.7474
5.01,7.14,1946.813,,7.39438605,7.433,,32244.42543,384818.9994,90619.51289,,597005.5215
3.17,7.14,1946.813,,7.39438605,7.433,,6383.409766,61601.39854,134124.112,,218320.0443
2.86,7.14,1946.813,,7.39438605,7.433,,172992.1671,365254.6153,1076.120449,,562976.8765
2.45,7.14,1946.813,,7.39438605,7.433,,90528.62899,668904.0542,17465.38795,,898923.2633
2.06,7.14,1946.813,,7.39438605,7.433,,492357.5405,87448.10445,91.40069548,,582468.9219
0.14,7.14,1946.813,,7.39438605,7.433,,,,,,
0,7.14,1946.813,,7.39438605,7.433,,,,,,
21.32,6.86,1918.9104,41.3,7.73373175,7.111,,4335.85,109432.85,31520.58,,154817.72
17.03,6.86,1918.9104,41.3,7.73373175,7.111,,20640.87,445901.64,16932.02,,546015.5
14.7,6.86,1918.9104,41.3,7.73373175,7.111,,102380.11,702366.82,2912.38,,890948.24
10.02,6.86,1918.9104,41.3,7.73373175,7.111,,262174.63,294152.65,109.98,,568580.07
5.21,6.86,1918.9104,41.3,7.73373175,7.111,,579166.09,34676.4,8.02,,614617.53
4.01,6.86,1918.9104,41.3,7.73373175,7.111,,6681.82,64295.38,135668.82,,224319.31
3.92,6.86,1918.9104,41.3,7.73373175,7.111,,33936.89,394562.19,89587.78,,612292.98
3,6.86,1918.9104,41.3,7.73373175,7.111,,174179.15,368150.05,1016.17,,566254.67
2.21,6.86,1918.9104,41.3,7.73373175,7.111,,498706.71,87812.66,85.22,,589147.04
1.96,6.86,1918.9104,41.3,7.73373175,7.111,,95420.89,679544.36,16968.46,,916403.56
0.41,6.86,1918.9104,41.3,7.73373175,7.111,,,,,,
0,6.86,1918.9104,41.3,7.73373175,7.111,,,,,,
21.24,6.21,1908.5657,,7.89399062,7.321,,4450,113875,31576,,160074
12.66,6.21,1908.5657,,7.89399062,7.321,,21750,455836,17010,,560631
11.23,6.21,1908.5657,,7.89399062,7.321,,106760,713226,2887,,907964
8.19,6.21,1908.5657,,7.89399062,7.321,,265282,296671,100,,574069
5.2,6.21,1908.5657,,7.89399062,7.321,,6919,67412,137196,,230694
4.81,6.21,1908.5657,,7.89399062,7.321,,587474,35515,9,,623751
3.67,6.21,1908.5657,,7.89399062,7.321,,35154,404910,88579,,627506
2.79,6.21,1908.5657,,7.89399062,7.321,,98832,690494,16549,,932764
2.63,6.21,1908.5657,,7.89399062,7.321,,176026,371507,942,,570999
0.95,6.21,1908.5657,,7.89399062,7.321,,,,,,
0.84,6.21,1908.5657,,7.89399062,7.321,,507006,88047,82,,597664
0,6.21,1908.5657,,7.89399062,7.321,,,,,,
19.4,5.89,1894.0676,39.8,7.80830808,7.401,,4571,117575,31858,,164959
13.51,5.89,1894.0676,39.8,7.80830808,7.401,,112122,723927,2831,,925544
9.36,5.89,1894.0676,39.8,7.80830808,7.401,,23182,466835,17159,,577075
7.07,5.89,1894.0676,39.8,7.80830808,7.401,,268616,299452,101,,580208
5.52,5.89,1894.0676,39.8,7.80830808,7.401,,596750,36061,8,,633544
4.65,5.89,1894.0676,39.8,7.80830808,7.401,,7268,69990,138410,,236380
3.72,5.89,1894.0676,39.8,7.80830808,7.401,,36630,416312,88304,,645102
3.05,5.89,1894.0676,39.8,7.80830808,7.401,,102828,701425,16131,,949565
2.26,5.89,1894.0676,39.8,7.80830808,7.401,,178275,375050,893,,576406
1.65,5.89,1894.0676,39.8,7.80830808,7.401,,516362,88036,82,,607030
0.93,5.89,1894.0676,39.8,7.80830808,7.401,,,,,,
0.14,5.89,1894.0676,39.8,7.80830808,7.401,,,,,,
17.77,5.25,1895.4574,,,7.079,,4629,120592,11703,,168825
10.92,5.25,1895.4574,,,7.079,,24885,479178,73829,,595247
9.74,5.25,1895.4574,,,7.079,,118173,735543,87953,,944406
7.68,5.25,1895.4574,,,7.079,,271783,302365,12002,,586252
5.81,5.25,1895.4574,,,7.079,,7582,72011,22214,,241083
5.43,5.25,1895.4574,,,7.079,,607327,36610,731,,644674
2.56,5.25,1895.4574,,,7.079,,38363,428695,109185,,664822
2.23,5.25,1895.4574,,,7.079,,180326,378938,21842,,581972
2.07,5.25,1895.4574,,,7.079,,107198,713335,131143,,967412
1.3,5.25,1895.4574,,,7.079,,527041,87774,2551,,617440
0.26,5.25,1895.4574,,,7.079,,,,,,
0.14,5.25,1895.4574,,,7.079,,,,,,
48.93,,1859.1587,,,,,,,,,
26.18,,1859.1587,,,,,,,,,
12.41,,1859.1587,,,,,,,,,
12.18,,1859.1587,,,,,,,,,
9.93,,1859.1587,,,,,,,,,
9.08,,1859.1587,,,,,,,,,
5.22,,1859.1587,,,,,,,,,
5.11,,1859.1587,,,,,,,,,
2.69,,1859.1587,,,,,,,,,
1.3,,1859.1587,,,,,,,,,
0.24,,1859.1587,,,,,,,,,
0.13,,1859.1587,,,,,,,,,
49.4,,1867.5593,32.5,,,,,,,,
23.06,,1867.5593,32.5,,,,,,,,
12.77,,1867.5593,32.5,,,,,,,,
12.14,,1867.5593,32.5,,,,,,,,
9.61,,1867.5593,32.5,,,,,,,,
9.39,,1867.5593,32.5,,,,,,,,
5.31,,1867.5593,32.5,,,,,,,,
4.94,,1867.5593,32.5,,,,,,,,
2.42,,1867.5593,32.5,,,,,,,,
1.55,,1867.5593,32.5,,,,,,,,
0.38,,1867.5593,32.5,,,,,,,,
0.08,,1867.5593,32.5,,,,,,,,
47.11,,1886.6825,34.5,,,,,,,,
22.48,,1886.6825,34.5,,,,,,,,
11.97,,1886.6825,34.5,,,,,,,,
11.73,,1886.6825,34.5,,,,,,,,
10.26,,1886.6825,34.5,,,,,,,,
8.13,,1886.6825,34.5,,,,,,,,
5.1,,1886.6825,34.5,,,,,,,,
4.58,,1886.6825,34.5,,,,,,,,
2.42,,1886.6825,34.5,,,,,,,,
1.36,,1886.6825,34.5,,,,,,,,
0.29,,1886.6825,34.5,,,,,,,,
0.11,,1886.6825,34.5,,,,,,,,
47.44,,1890.4023,,,,,,,,,
20.85,,1890.4023,,,,,,,,,
11.08,,1890.4023,,,,,,,,,
10.92,,1890.4023,,,,,,,,,
9.07,,1890.4023,,,,,,,,,
8.34,,1890.4023,,,,,,,,,
4.95,,1890.4023,,,,,,,,,
4.62,,1890.4023,,,,,,,,,
2.75,,1890.4023,,,,,,,,,
1.41,,1890.4023,,,,,,,,,
0.27,,1890.4023,,,,,,,,,
0.11,,1890.4023,,,,,,,,,
43.64,,1874.5634,32.6,,,,,,,,
20.15,,1874.5634,32.6,,,,,,,,
11.25,,1874.5634,32.6,,,,,,,,
9.94,,1874.5634,32.6,,,,,,,,
9.49,,1874.5634,32.6,,,,,,,,
7.47,,1874.5634,32.6,,,,,,,,
5.12,,1874.5634,32.6,,,,,,,,
4.27,,1874.5634,32.6,,,,,,,,
3.22,,1874.5634,32.6,,,,,,,,
1.6,,1874.5634,32.6,,,,,,,,
0.28,,1874.5634,32.6,,,,,,,,
0.21,,1874.5634,32.6,,,,,,,,
50.29,,1863.8346,,,,,,,,,
18.61,,1863.8346,,,,,,,,,
10.86,,1863.8346,,,,,,,,,
9.89,,1863.8346,,,,,,,,,
9.5,,1863.8346,,,,,,,,,
7.24,,1863.8346,,,,,,,,,
5.88,,1863.8346,,,,,,,,,
4.2,,1863.8346,,,,,,,,,
3.01,,1863.8346,,,,,,,,,
2,,1863.8346,,,,,,,,,
0.32,,1863.8346,,,,,,,,,
0.18,,1863.8346,,,,,,,,,
41.87,10.1,1856.8695,31.5,,,,,,,,
20.21,10.1,1856.8695,31.5,,,,,,,,
11.47,10.1,1856.8695,31.5,,,,,,,,
10,10.1,1856.8695,31.5,,,,,,,,
9.63,10.1,1856.8695,31.5,,,,,,,,
7.43,10.1,1856.8695,31.5,,,,,,,,
5.66,10.1,1856.8695,31.5,,,,,,,,
4.47,10.1,1856.8695,31.5,,,,,,,,
3.23,10.1,1856.8695,31.5,,,,,,,,
1.6,10.1,1856.8695,31.5,,,,,,,,
0.24,10.1,1856.8695,31.5,,,,,,,,
0.06,10.1,1856.8695,31.5,,,,,,,,
40.4,9.33,1860.0026,,,,,,,,,
19.7,9.33,1860.0026,,,,,,,,,
12.38,9.33,1860.0026,,,,,,,,,
10.97,9.33,1860.0026,,,,,,,,,
8.67,9.33,1860.0026,,,,,,,,,
7.39,9.33,1860.0026,,,,,,,,,
6.69,9.33,1860.0026,,,,,,,,,
4.48,9.33,1860.0026,,,,,,,,,
2.53,9.33,1860.0026,,,,,,,,,
1.79,9.33,1860.0026,,,,,,,,,
0.38,9.33,1860.0026,,,,,,,,,
0.1,9.33,1860.0026,,,,,,,,,
44.16,10.24,1859.8804,35.5,,,,,,,,
20.03,10.24,1859.8804,35.5,,,,,,,,
12.87,10.24,1859.8804,35.5,,,,,,,,
11.73,10.24,1859.8804,35.5,,,,,,,,
8.72,10.24,1859.8804,35.5,,,,,,,,
7.31,10.24,1859.8804,35.5,,,,,,,,
6.99,10.24,1859.8804,35.5,,,,,,,,
4,10.24,1859.8804,35.5,,,,,,,,
2.93,10.24,1859.8804,35.5,,,,,,,,
1.4,10.24,1859.8804,35.5,,,,,,,,
0.66,10.24,1859.8804,35.5,,,,,,,,
0.34,10.24,1859.8804,35.5,,,,,,,,
43.98,11.09,1853.8326,,,,,,,,,
18.81,11.09,1853.8326,,,,,,,,,
11.93,11.09,1853.8326,,,,,,,,,
11.86,11.09,1853.8326,,,,,,,,,
9.16,11.09,1853.8326,,,,,,,,,
7.38,11.09,1853.8326,,,,,,,,,
6,11.09,1853.8326,,,,,,,,,
3.84,11.09,1853.8326,,,,,,,,,
3.12,11.09,1853.8326,,,,,,,,,
1.76,11.09,1853.8326,,,,,,,,,
0.74,11.09,1853.8326,,,,,,,,,
0.35,11.09,1853.8326,,,,,,,,,
44.66,11.67,1856.0868,35.2,7.0951993,,,,,,,
18.63,11.67,1856.0868,35.2,7.0951993,,,,,,,
12.87,11.67,1856.0868,35.2,7.0951993,,,,,,,
10.62,11.67,1856.0868,35.2,7.0951993,,,,,,,
8.46,11.67,1856.0868,35.2,7.0951993,,,,,,,
7.26,11.67,1856.0868,35.2,7.0951993,,,,,,,
6.6,11.67,1856.0868,35.2,7.0951993,,,,,,,
4.09,11.67,1856.0868,35.2,7.0951993,,,,,,,
2.65,11.67,1856.0868,35.2,7.0951993,,,,,,,
1.61,11.67,1856.0868,35.2,7.0951993,,,,,,,
0.52,11.67,1856.0868,35.2,7.0951993,,,,,,,
0.04,11.67,1856.0868,35.2,7.0951993,,,,,,,
38.67,11.87,1866.1272,,7.19380887,,,,,,,
18.87,11.87,1866.1272,,7.19380887,,,,,,,
13.06,11.87,1866.1272,,7.19380887,,,,,,,
11.26,11.87,1866.1272,,7.19380887,,,,,,,
9.26,11.87,1866.1272,,7.19380887,,,,,,,
7.8,11.87,1866.1272,,7.19380887,,,,,,,
6.9,11.87,1866.1272,,7.19380887,,,,,,,
4.31,11.87,1866.1272,,7.19380887,,,,,,,
2.99,11.87,1866.1272,,7.19380887,,,,,,,
1.69,11.87,1866.1272,,7.19380887,,,,,,,
0.42,11.87,1866.1272,,7.19380887,,,,,,,
0.22,11.87,1866.1272,,7.19380887,,,,,,,
41.29,12,1860.113,,7.47161217,,,,,,,
20.23,12,1860.113,,7.47161217,,,,,,,
12.03,12,1860.113,,7.47161217,,,,,,,
11.32,12,1860.113,,7.47161217,,,,,,,
8.5,12,1860.113,,7.47161217,,,,,,,
8.06,12,1860.113,,7.47161217,,,,,,,
6.01,12,1860.113,,7.47161217,,,,,,,
3.93,12,1860.113,,7.47161217,,,,,,,
3.44,12,1860.113,,7.47161217,,,,,,,
1.83,12,1860.113,,7.47161217,,,,,,,
0.22,12,1860.113,,7.47161217,,,,,,,
0.18,12,1860.113,,7.47161217,,,,,,,
42.97,12.12,1873.7856,36.7,7.55160371,,,,,,,
