suicides/100k pop,"Unemployment, total (% of total labor force) ",Average annual working hours per worker,Gini index (World Bank estimate),"Health expenditure, total (% of GDP)",Life satisfaction in Cantril Ladder (World Happiness Report 2021),UIS: Percentage of population age 25+ with at least completed post-secondary education (ISCED 4 or higher). Total,Single (never married),Married,Widowed and not remarried,Married but separated,Total surveyed for marital
18.48,12.12,1873.7856,36.7,7.55160371,,,,,,,
11.75,12.12,1873.7856,36.7,7.55160371,,,,,,,
11.55,12.12,1873.7856,36.7,7.55160371,,,,,,,
7.45,12.12,1873.7856,36.7,7.55160371,,,,,,,
7.26,12.12,1873.7856,36.7,7.55160371,,,,,,,
5.62,12.12,1873.7856,36.7,7.55160371,,,,,,,
3.84,12.12,1873.7856,36.7,7.55160371,,,,,,,
2.55,12.12,1873.7856,36.7,7.55160371,,,,,,,
1.87,12.12,1873.7856,36.7,7.55160371,,,,,,,
0.46,12.12,1873.7856,36.7,7.55160371,,,,,,,
0.04,12.12,1873.7856,36.7,7.55160371,,,,,,,
34.53,11.69,1870.3572,,7.62970381,,,96631,,351207,,1544244
17.18,11.69,1870.3572,,7.62970381,,,463864,,285506,,5901156
10.74,11.69,1870.3572,,7.62970381,,,1214090,,44176,,7921329
10.44,11.69,1870.3572,,7.62970381,,,2809962,,1843,,4697931
6.71,11.69,1870.3572,,7.62970381,,,3552665,,35,,3613414
6.47,11.69,1870.3572,,7.62970381,,,317226,,1853369,,2816042
5.43,11.69,1870.3572,,7.62970381,,,582135,,1656770,,6797036
3.56,11.69,1870.3572,,7.62970381,,,852760,,237642,,7941115
2.71,11.69,1870.3572,,7.62970381,,,1831210,,14098,,4572499
1.65,11.69,1870.3572,,7.62970381,,,3191942,,515,,3460045
0.19,11.69,1870.3572,,7.62970381,,,,,,,
0.11,11.69,1870.3572,,7.62970381,,,,,,,
34.45,10.84,1850.8062,35.3,7.91371676,,,100924,,355931,,1600523
15.2,10.84,1850.8062,35.3,7.91371676,,,465118,,280811,,5909552
11.58,10.84,1850.8062,35.3,7.91371676,,,1298358,,43687,,8080551
10.09,10.84,1850.8062,35.3,7.91371676,,,2861876,,1735,,4650504
7.6,10.84,1850.8062,35.3,7.91371676,,,322764,,1895432,,2898794
6.67,10.84,1850.8062,35.3,7.91371676,,,3426580,,41,,3482942
5.04,10.84,1850.8062,35.3,7.91371676,,,566922,,1624319,,6775930
3.91,10.84,1850.8062,35.3,7.91371676,,,905741,,234154,,8090729
2.76,10.84,1850.8062,35.3,7.91371676,,,1892226,,12928,,4531453
1.53,10.84,1850.8062,35.3,7.91371676,,,3085451,,416,,3332190
0.32,10.84,1850.8062,35.3,7.91371676,,,,,,,
0.07,10.84,1850.8062,35.3,7.91371676,,,,,,,
33.43,9.6,1837.7606,,8.11320938,,9.358070374,113160,,373150,7496,1729473
15.61,9.6,1837.7606,,8.11320938,,9.358070374,459903,,280865,92793,5933518
11.07,9.6,1837.7606,,8.11320938,,9.358070374,1354855,,43751,230780,8084580
10.18,9.6,1837.7606,,8.11320938,,9.358070374,2779779,,2024,41844,4421810
6.48,9.6,1837.7606,,8.11320938,,9.358070374,3200196,,282,896,3257247
6.03,9.6,1837.7606,,8.11320938,,9.358070374,332589,,1979340,5724,3032941
5.35,9.6,1837.7606,,8.11320938,,9.358070374,538487,,1578419,83311,6739662
3.68,9.6,1837.7606,,8.11320938,,9.358070374,962670,,231704,277098,8193848
2.23,9.6,1837.7606,,8.11320938,,9.358070374,1912145,,12753,87646,4368748
1.31,9.6,1837.7606,,8.11320938,,9.358070374,2905083,,1198,3893,3130732
0.39,9.6,1837.7606,,8.11320938,,9.358070374,,,,,
0.11,9.6,1837.7606,,8.11320938,,9.358070374,,,,,
31.91,9.21,1826.5938,,8.22996699,,,111629.5,1265613,373092.5,,1761130.5
15.82,9.21,1826.5938,,8.22996699,,,469445.5,5140787.5,272001,,5974353
11.61,9.21,1826.5938,,8.22996699,,,1471470.5,6491978,41480.5,,8173149
10.8,9.21,1826.5938,,8.22996699,,,2853920.5,1531109.5,1463.5,,4396666
6.5,9.21,1826.5938,,8.22996699,,,11206240,14524282,688163.5,,26700397.5
5.79,9.21,1826.5938,,8.22996699,,,332829,742299.5,2007352.5,,3107878.5
4.76,9.21,1826.5938,,8.22996699,,,537890,4578867.5,1542359.5,,6785889.5
3.36,9.21,1826.5938,,8.22996699,,,1022254.5,6757076.5,219866,,8243210.5
2.13,9.21,1826.5938,,8.22996699,,,1952391.5,2332156,10396.5,,4321885.5
1.53,9.21,1826.5938,,8.22996699,,,9570497,14819407.5,3780642.5,,28594580
0.21,9.21,1826.5938,,8.22996699,,,,,,,
0.19,9.21,1826.5938,,8.22996699,,,,,,,
33.46,8.87,1815.7974,34.9,8.17185036,,,,,,,
14.89,8.87,1815.7974,34.9,8.17185036,,,,,,,
11.46,8.87,1815.7974,34.9,8.17185036,,,,,,,
9.41,8.87,1815.7974,34.9,8.17185036,,,,,,,
6.24,8.87,1815.7974,34.9,8.17185036,,,,,,,
6.16,8.87,1815.7974,34.9,8.17185036,,,,,,,
4.96,8.87,1815.7974,34.9,8.17185036,,,,,,,
3.66,8.87,1815.7974,34.9,8.17185036,,,,,,,
2.52,8.87,1815.7974,34.9,8.17185036,,,,,,,
1.3,8.87,1815.7974,34.9,8.17185036,,,,,,,
0.21,8.87,1815.7974,34.9,8.17185036,,,,,,,
0.15,8.87,1815.7974,34.9,8.17185036,,,,,,,
31.68,7.87,1815.3416,34.3,8.49431614,,,117440,1345318,384664,,1859153
14.74,7.87,1815.3416,34.3,8.49431614,,,479990,5267590,268956,,6120864
11.22,7.87,1815.3416,34.3,8.49431614,,,1611602,6541915,39595,,8373824
10.32,7.87,1815.3416,34.3,8.49431614,,,2910894,1446371,1295,,4368531
5.94,7.87,1815.3416,34.3,8.49431614,,,337722,794373,2089779,,3249180
5.25,7.87,1815.3416,34.3,8.49431614,,,19523574,29333181,1388325,,50859352
4.39,7.87,1815.3416,34.3,8.49431614,,,529901,4715382,1504390,,6892503
3.37,7.87,1815.3416,34.3,8.49431614,,,1126948,6825282,212168,,8430934
2.53,7.87,1815.3416,34.3,8.49431614,,,2007690,2226552,9395,,4271265
1.63,7.87,1815.3416,34.3,8.49431614,,,16418083,29684953,7627164,,54660315
0.15,7.87,1815.3416,34.3,8.49431614,,,,,,,
0.11,7.87,1815.3416,34.3,8.49431614,,,,,,,
26.32,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
14.02,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
10.62,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
8.14,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
5.68,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
5.57,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
4.85,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
3.09,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
2.53,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
1.41,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
0.28,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
0.08,7.73,1812.0552,33.8,8.70707069,6.854,10.90388966,,,,,
29.26,6.78,1812.5823,33.7,8.81849072,,11.4177103,130323,1485985,402131,,2033182
13.83,6.78,1812.5823,33.7,8.81849072,,11.4177103,502624,5385654,260206.5,,6276819.5
10.13,6.78,1812.5823,33.7,8.81849072,,11.4177103,1900864,6592866.5,37469,,8738641.5
8.18,6.78,1812.5823,33.7,8.81849072,,11.4177103,2917439,1275715.5,1177.5,,4203703
4.67,6.78,1812.5823,33.7,8.81849072,,11.4177103,3065406.5,36678.5,38.5,,3102361
4.59,6.78,1812.5823,33.7,8.81849072,,11.4177103,345329,895655.5,2209473,,3483116.5
3.92,6.78,1812.5823,33.7,8.81849072,,11.4177103,525107,4872229.5,1411728,,6982799
3.4,6.78,1812.5823,33.7,8.81849072,,11.4177103,1319412.5,6929225.5,198625.5,,8755012.5
2.1,6.78,1812.5823,33.7,8.81849072,,11.4177103,2052735,2015428,7907,,4103824.5
1.39,6.78,1812.5823,33.7,8.81849072,,11.4177103,2796837.5,161559.5,278.5,,2959121.5
0.14,6.78,1812.5823,33.7,8.81849072,,11.4177103,,,,,
0,6.78,1812.5823,33.7,8.81849072,,11.4177103,,,,,
28.35,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,134027.5,1541472,410771.5,,2102300
13.97,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,509411,5426768.5,257653.5,,6332744
9.93,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,2015766.5,6615473,37015,,8888037
8.6,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,2889205,1215424,1087.5,,4114889
5.47,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,3070213,35077.5,34,,3105573.5
4.79,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,345833,932681.5,2254864.5,,3568392.5
3.9,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,524186,4930068,1378633,,7020726.5
3.31,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,1402581.5,6983966.5,195337,,8909677.5
2.09,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,2055909,1937091,7525,,4028412.5
1.22,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,2804160.5,155175.5,250,,2960064.5
0.18,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,,,,,
0.15,6.08,1818.1526,32.9,8.48168567,6.574,11.94167042,,,,,
26.27,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,107262.5,1226121,370256,,1716257.5
14.37,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,476653.5,5217240,292856.5,,6117668
10.92,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,1792860.5,6695543.5,45752,,8781414
8.97,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,2644304,1643245.5,1652.5,,4306642
5.16,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,3111564,92698.5,53.5,,3204928.5
4.48,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,295870,701188,2021050,,3047443.5
4.43,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,514553,4644618,1567703,,6906052
3.25,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,1293709.5,6977889,238269.5,,8870969.5
2.45,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,1809252,2362503,11029.5,,4229872.5
1.21,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,2757927.5,314153.5,581,,3074126
0.11,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,,,,,
0.07,6.72,1807.0319,33.8,8.88584923,6.78,12.55613041,,,,,
27.58,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,141715,1642689,426219,,2229661
14.58,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,533012.5,5487779,251898.5,,6434261
11.57,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,2254195.5,6612628,36209,,9147782
8.43,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,2822143,1107561.5,909.5,,3939820.5
4.61,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,3087809,33241.5,28,,3121458
4.07,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,540382,5029648.5,1316712.5,,7103817.5
4.02,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,343946.5,1000506,2326834,,3710834
3.57,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,1591803,7060181.5,188739.5,,9209163.5
1.81,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,2049245,1788940.5,6683,,3872975.5
1.41,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,2819816,149035,201,,2969602.5
0.21,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,,,,,
0.07,7.75,1775.6611,33.8,9.41489657,6.334,12.54918957,,,,,
25.75,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,145561.5,1694488,434397,,2295315
14.54,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,548185.5,5520038,249052.5,,6491778
11.88,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,2371532.5,6576078,35815.5,,9238958.5
8.88,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,2785232.5,1044220,853,,3839281.5
4.62,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,3084433.5,31528,32,,3116428.5
4.26,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,341796.5,1038246,2359853.5,,3782231.5
4.11,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,553163.5,5085540,1284723.5,,7158215
3.13,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,1685950,7065560.5,184381.5,,9323043.5
2.17,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,2044993.5,1703457.5,6232.5,,3781489.5
1.05,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,2819383,140946,190,,2961064.5
0.34,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,,,,,
0.04,8.36,1777.2737,34.7,9.41991203,6.354,12.78264999,,,,,
28.6,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,164217,1687038,447716,21979,2345122
15.44,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,612885,5249907,274575,191438,6523382
12.6,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,2393230,5928918,82590,337525,9031421
8.83,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,2515950,954670,9173,28696,3524422
5.57,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,2968337,63057,2425,2035,3036127
4.28,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,367848,1008369,2346241,18611,3807291
4.12,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,641596,4815060,1253941,196096,7174848
3.29,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,1816534,6324206,198172,437362,9246908
1.65,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,1957256,1466992,16742,58120,3532493
1.49,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,2731081,149382,651,3866,2885687
0.14,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,,,,,
0.07,8.36,1773.2565,35.1,9.27499911,6.057,12.7895298,,,,,
25.35,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,151377,1760963.5,445594,,2382352
15.22,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,584053.5,5496867.5,243888,,6523578.5
13.4,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,2510981.5,6257459,35128,,9068193
9.35,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,2618338.5,892847.5,735.5,,3519919
5.9,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,3004944,26153,33.5,,3031609
4.55,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,333222.5,1092482.5,2376475.5,,3849651
4.41,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,587111,5112527.5,1221140.5,,7188549
3.51,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,1820901,6847765.5,174180,,9251393
1.94,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,1976832.5,1498289,5275,,3504130
1.53,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,2764024.5,118712.5,151,,2883565
0.15,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,,,,,
0.14,10.66,1734.1747,35.2,9.28206804,5.839,13.54080963,,,,,
25.29,12.15,1719.5074,34.9,9.21721878,6.009,,154228.5,1833094.5,456787,,2471258
15.65,12.15,1719.5074,34.9,9.21721878,6.009,,603689.5,5577794.5,241655,,6636980.5
12.62,12.15,1719.5074,34.9,9.21721878,6.009,,2625730,6276886.5,34552,,9207070
9.77,12.15,1719.5074,34.9,9.21721878,6.009,,2642407,850590.5,689.5,,3500820
4.82,12.15,1719.5074,34.9,9.21721878,6.009,,3027812.5,23716.5,24,,3051917.5
4.59,12.15,1719.5074,34.9,9.21721878,6.009,,330891.5,1142759,2417887,,3943122
4.57,12.15,1719.5074,34.9,9.21721878,6.009,,604462,5201244,1195833.5,,7290448.5
3.57,12.15,1719.5074,34.9,9.21721878,6.009,,1899003.5,6885007.5,169413,,9372465
1.9,12.15,1719.5074,34.9,9.21721878,6.009,,2005735.5,1436978,4774,,3469279.5
1.69,12.15,1719.5074,34.9,9.21721878,6.009,,2783502.5,108122,113.5,,2892351
0.24,12.15,1719.5074,34.9,9.21721878,6.009,,,,,,
0.15,12.15,1719.5074,34.9,9.21721878,6.009,,,,,,
26.11,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,156977.5,1912065,467477.5,,2566487
14.05,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,623510,5647378,238007.5,,6738487.5
12.08,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,2727462,6262988,33856.5,,9296190
8.59,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,2680758.5,806579,630.5,,3494151.5
5.54,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,3045718,21000.5,17.5,,3066963
3.93,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,1968271,6888891,163729,,9446531.5
3.91,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,327956.5,1202097.5,2456776,,4042738.5
3.73,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,622329.5,5283137,1165399,,7381372.5
2.18,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,2048172,1373510.5,4299,,3445648
1.59,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,2797322.5,97024,87.5,,2894943
0.25,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,,,,,
0.17,12.68,1717.1372,34.7,9.24791783,6.027,14.44799995,,,,,
25.28,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
13.74,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
11.5,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
7.85,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
5.27,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
4.08,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
3.79,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
3.41,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
1.89,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
1.18,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
0.24,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
0.22,11.9,1717.9958,35.4,,5.848,14.96650028,,,,,
3.45,,,,,,,,,,,
2.63,,,,,,,,,,,
1.16,,,,,,,,,,,
0.64,,,,,,,,,,,
0.59,,,,,,,,,,,
0.57,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0,,,,,,,,,,,
0.57,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
0,,1864.8246,,,,,,,,,
3.77,,1893.6748,,,,,,,,,
1.96,,1893.6748,,,,,,,,,
0.59,,1893.6748,,,,,,,,,
0.56,,1893.6748,,,,,,,,,
0.53,,1893.6748,,,,,,,,,
0.37,,1893.6748,,,,,,,,,
0,,1893.6748,,,,,,,,,
0,,1893.6748,,,,,,,,,
0,,1893.6748,,,,,,,,,
0,,1893.6748,,,,,,,,,
0,,1893.6748,,,,,,,,,
0,,1893.6748,,,,,,,,,
2.32,,1914.9969,43.2,,,,,,,,
0.79,,1914.9969,43.2,,,,,,,,
0.55,,1914.9969,43.2,,,,,,,,
0.54,,1914.9969,43.2,,,,,,,,
0,,1914.9969,43.2,,,,,,,,
0,,1914.9969,43.2,,,,,,,,
0,,1914.9969,43.2,,,,,,,,
0,,1914.9969,43.2,,,,,,,,
0,,1914.9969,43.2,,,,,,,,
0,,1914.9969,43.2,,,,,,,,
0,,1914.9969,43.2,,,,,,,,
0,,1914.9969,43.2,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0,,1972.9108,,,,,,,,,
0.8,,1938.2228,41.1,,,,,,,,
0.52,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0,,1938.2228,41.1,,,,,,,,
0.9,15.74,1947.975,,,,2.705579996,37040,77009,13192,2593,133768
0,15.74,1947.975,,,,2.705579996,205885,6611,55,87,213059
0,15.74,1947.975,,,,2.705579996,149312,38777,376,773,190315
0,15.74,1947.975,,,,2.705579996,95456,79857,5242,2743,187610
0,15.74,1947.975,,,,2.705579996,,,,,
0,15.74,1947.975,,,,2.705579996,47857,60605,41862,2192,155761
0,15.74,1947.975,,,,2.705579996,,,,,
0,15.74,1947.975,,,,2.705579996,200932,2565,17,51,204080
0,15.74,1947.975,,,,2.705579996,142830,26530,98,414,170766
0,15.74,1947.975,,,,2.705579996,99326,75888,1225,2233,182559
0,15.74,1947.975,,,,2.705579996,,,,,
0,15.74,1947.975,,,,2.705579996,,,,,
0.74,15.54,1963.4492,,5.80932261,,,,,,,
0.42,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
0,15.54,1963.4492,,5.80932261,,,,,,,
1.54,14.93,1970.6368,,5.33784359,,,38427,70179,7309,1888,123493
0.49,14.93,1970.6368,,5.33784359,,,154673,33598,84,461,191292
0.41,14.93,1970.6368,,5.33784359,,,758092,240956,53822,5728,1091522
0.36,14.93,1970.6368,,5.33784359,,,151277,104312,1657,2536,267496
0,14.93,1970.6368,,5.33784359,,,159778,47185,387,769,210853
0,14.93,1970.6368,,5.33784359,,,154259,109840,5844,2976,281298
0,14.93,1970.6368,,5.33784359,,,,,,,
0,14.93,1970.6368,,5.33784359,,,40226,57425,23941,1545,128164
0,14.93,1970.6368,,5.33784359,,,13165,10850,23500,290,49323
0,14.93,1970.6368,,5.33784359,,,737089,233322,17669,5461,1028368
0,14.93,1970.6368,,5.33784359,,,,,,,
0,14.93,1970.6368,,5.33784359,,,6804,19429,8565,486,36659
0.7,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0,14.19,1965.5664,48.3,4.85575957,,,,,,,
0.5,11.74,,,4.55821974,,,,,,,
0.41,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0,11.74,,,4.55821974,,,,,,,
0.74,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
0,11.44,,45.5,4.80457328,,,,,,,
6.65,11.26,,,4.06830563,,,,,,,
5.05,11.26,,,4.06830563,,,,,,,
4.6,11.26,,,4.06830563,,,,,,,
4.38,11.26,,,4.06830563,,,,,,,
2.38,11.26,,,4.06830563,,,,,,,
1.51,11.26,,,4.06830563,,,,,,,
0.49,11.26,,,4.06830563,,,,,,,
0.41,11.26,,,4.06830563,,,,,,,
0.36,11.26,,,4.06830563,,,,,,,
0.34,11.26,,,4.06830563,,,,,,,
0,11.26,,,4.06830563,,,,,,,
0,11.26,,,4.06830563,,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
0,10.33,,,4.22114615,6.208,,,,,,
6.27,11.36,,,5.15809611,,,,,,,
4.51,11.36,,,5.15809611,,,,,,,
3.86,11.36,,,5.15809611,,,,,,,
2.78,11.36,,,5.15809611,,,,,,,
1.86,11.36,,,5.15809611,,,,,,,
0.63,11.36,,,5.15809611,,,,,,,
0.47,11.36,,,5.15809611,,,,,,,
0.39,11.36,,,5.15809611,,,,,,,
0.36,11.36,,,5.15809611,,,,,,,
0,11.36,,,5.15809611,,,,,,,
0,11.36,,,5.15809611,,,,,,,
0,11.36,,,5.15809611,,,,,,,
0.49,12.37,,,5.29687787,,,,,,,
0.37,12.37,,,5.29687787,,,,,,,
0.3,12.37,,,5.29687787,,,,,,,
0,12.37,,,5.29687787,,,,,,,
0,12.37,,,5.29687787,,,,,,,
0,12.37,,,5.29687787,,,,,,,
0,12.37,,,5.29687787,,,,,,,
0,12.37,,,5.29687787,,,,,,,
0,12.37,,,5.29687787,,,,,,,
0,12.37,,,5.29687787,,,,,,,
0,12.37,,,5.29687787,,,,,,,
0,12.37,,,5.29687787,,,,,,,
8.15,12.7,,,5.21156436,5.374,13.9509697,8986,21916,9374,615,42810
6.68,12.7,,,5.21156436,5.374,13.9509697,56840,75237,7118,2966,151056
